Issue ID,Issue Type,Summary,Description,Priority,Story Points,Original Estimate,Epic Name,Epic Link,Parent ID,Labels,Depends On
TASK-0509,Sub-task,[TASK-0509] QA normalized metrics tests,"Тип: QA

Описание: Проверка корректности нормализованных агрегатов.

Критерии готовности (DoD):
- Данные согласованы с raw status logs.",Highest,,4h,,,STORY-102,"crm-prd,backlog,story-102,qa",
TASK-0510,Sub-task,[TASK-0510] Reporting read-model infra,"Тип: DevOps

Описание: Read-model для быстрых сравнительных отчетов.

Критерии готовности (DoD):
- p95 ответа <1.5s.",Highest,,4h,,,STORY-102,"crm-prd,backlog,story-102,devops",
TASK-0511,Sub-task,[TASK-0511] OpenAPI publish pipeline,"Тип: Backend

Описание: Генерация и публикация OpenAPI документации.

Критерии готовности (DoD):
- Спека собирается из source-of-truth контрактов.",Highest,,8h,,,STORY-103,"crm-prd,backlog,story-103,backend",
TASK-0512,Sub-task,[TASK-0512] Docs portal frontend,"Тип: Frontend

Описание: Портал документации с навигацией и примерами.

Критерии готовности (DoD):
- Поддержан поиск по endpoint/error_code.",Highest,,8h,,,STORY-103,"crm-prd,backlog,story-103,frontend",
TASK-0513,Sub-task,[TASK-0513] Design docs portal,"Тип: Design

Описание: UI портала разработчика.

Критерии готовности (DoD):
- Быстрый доступ к “Getting started”.",Highest,,4h,,,STORY-103,"crm-prd,backlog,story-103,design",
TASK-0514,Sub-task,[TASK-0514] QA docs link integrity,"Тип: QA

Описание: Проверка валидности ссылок и примеров.

Критерии готовности (DoD):
- Broken links = 0 в CI.",Highest,,4h,,,STORY-103,"crm-prd,backlog,story-103,qa",
TASK-0515,Sub-task,[TASK-0515] Static docs hosting infra,"Тип: DevOps

Описание: Надежный хостинг и CDN для docs.

Критерии готовности (DoD):
- Uptime docs >=99.9%.",Highest,,4h,,,STORY-103,"crm-prd,backlog,story-103,devops",
TASK-0516,Sub-task,[TASK-0516] SDK generation backend tooling,"Тип: Backend

Описание: Tooling генерации/поддержки SDK.

Критерии готовности (DoD):
- SDK проходят smoke tests на sandbox.",Highest,,8h,,,STORY-104,"crm-prd,backlog,story-104,backend",
TASK-0517,Sub-task,[TASK-0517] SDK docs examples frontend,"Тип: Frontend

Описание: Встраивание примеров SDK в developer portal.

Критерии готовности (DoD):
- Примеры копируются в один клик.",Highest,,4h,,,STORY-104,"crm-prd,backlog,story-104,frontend",
TASK-0518,Sub-task,[TASK-0518] Design code snippet blocks,"Тип: Design

Описание: Компоненты отображения многоязычных snippet.

Критерии готовности (DoD):
- Хорошая читабельность длинных примеров.",Highest,,2h,,,STORY-104,"crm-prd,backlog,story-104,design",
TASK-0519,Sub-task,[TASK-0519] QA SDK compatibility tests,"Тип: QA

Описание: Проверка работы SDK против sandbox.

Критерии готовности (DoD):
- Все SDK проходят контрактные тесты.",Highest,,8h,,,STORY-104,"crm-prd,backlog,story-104,qa",
TASK-0520,Sub-task,[TASK-0520] Package publish automation,"Тип: DevOps

Описание: Автопубликация SDK в npm/PyPI/Packagist.

Критерии готовности (DoD):
- Release pipeline подписывает и публикует артефакты.",Highest,,8h,,,STORY-104,"crm-prd,backlog,story-104,devops",
TASK-0521,Sub-task,[TASK-0521] Sandbox API backend,"Тип: Backend

Описание: Изолированное sandbox API поведение.

Критерии готовности (DoD):
- Sandbox и production полностью разделены.",Highest,,8h,,,STORY-105,"crm-prd,backlog,story-105,backend",
TASK-0522,Sub-task,[TASK-0522] Sandbox onboarding UI,"Тип: Frontend

Описание: Получение test keys и запуск тестов.

Критерии готовности (DoD):
- Пользователь явно видит sandbox context.",Highest,,4h,,,STORY-105,"crm-prd,backlog,story-105,frontend",
TASK-0523,Sub-task,[TASK-0523] Design sandbox indicators,"Тип: Design

Описание: Визуальная маркировка sandbox режима.

Критерии готовности (DoD):
- Sandbox нельзя спутать с prod.",Highest,,2h,,,STORY-105,"crm-prd,backlog,story-105,design",
TASK-0524,Sub-task,[TASK-0524] QA sandbox isolation,"Тип: QA

Описание: Проверить, что sandbox данные не попадают в prod.

Критерии готовности (DoD):
- Кросс-окруженческий доступ невозможен.",Highest,,4h,,,STORY-105,"crm-prd,backlog,story-105,qa",
TASK-0525,Sub-task,[TASK-0525] Sandbox infra segregation,"Тип: DevOps

Описание: Отдельные БД, ключи и логи для sandbox.

Критерии готовности (DoD):
- Purge policy 7 дней работает.",Highest,,4h,,,STORY-105,"crm-prd,backlog,story-105,devops",
TASK-0526,Sub-task,[TASK-0526] API explorer backend proxy,"Тип: Backend

Описание: Безопасный proxy слой для explorer запросов.

Критерии готовности (DoD):
- Masking секретов в логах включен.",High,,8h,,,STORY-106,"crm-prd,backlog,story-106,backend",
TASK-0527,Sub-task,[TASK-0527] Explorer UI,"Тип: Frontend

Описание: Интерактивный интерфейс отправки API запросов.

Критерии готовности (DoD):
- Автогенерация curl команды работает.",High,,8h,,,STORY-106,"crm-prd,backlog,story-106,frontend",
TASK-0528,Sub-task,[TASK-0528] Design explorer layout,"Тип: Design

Описание: Layout request editor/response pane.

Критерии готовности (DoD):
- Ошибки ответа отображаются структурно.",High,,2h,,,STORY-106,"crm-prd,backlog,story-106,design",
TASK-0529,Sub-task,[TASK-0529] QA explorer security tests,"Тип: QA

Описание: Проверка rate-limit и auth boundary.

Критерии готовности (DoD):
- Unauthorized запросы блокируются.",High,,4h,,,STORY-106,"crm-prd,backlog,story-106,qa",
TASK-0530,Sub-task,[TASK-0530] WAF/rate-limit config,"Тип: DevOps

Описание: Защита explorer endpoint от abuse.

Критерии готовности (DoD):
- Лимит 60 req/min enforced.",High,,4h,,,STORY-106,"crm-prd,backlog,story-106,devops",
TASK-0531,Sub-task,[TASK-0531] Changelog backend service,"Тип: Backend

Описание: Реестр изменений API и deprecation status.

Критерии готовности (DoD):
- Breaking changes требуют deprecation_date.",Highest,,8h,,,STORY-107,"crm-prd,backlog,story-107,backend",
TASK-0532,Sub-task,[TASK-0532] UI changelog page,"Тип: Frontend

Описание: Страница changelog и фильтры по типу изменений.

Критерии готовности (DoD):
- Видны upcoming deprecations.",Highest,,4h,,,STORY-107,"crm-prd,backlog,story-107,frontend",
TASK-0533,Sub-task,[TASK-0533] Design changelog timeline,"Тип: Design

Описание: Лента релизов и изменений API.

Критерии готовности (DoD):
- Breaking changes визуально выделены.",Highest,,2h,,,STORY-107,"crm-prd,backlog,story-107,design",
TASK-0534,Sub-task,[TASK-0534] QA deprecation headers,"Тип: QA

Описание: Проверка warning headers и даты deprecation.

Критерии готовности (DoD):
- Заголовки соответствуют заявленным датам.",Highest,,4h,,,STORY-107,"crm-prd,backlog,story-107,qa",
TASK-0535,Sub-task,[TASK-0535] Release governance automation,"Тип: DevOps

Описание: Автоматическая проверка changelog в релиз-пайплайне.

Критерии готовности (DoD):
- Релиз блокируется при отсутствии changelog entry.",Highest,,4h,,,STORY-107,"crm-prd,backlog,story-107,devops",
TASK-0536,Sub-task,[TASK-0536] Domain onboarding backend,"Тип: Backend

Описание: Регистрация домена и проверка DNS/SSL.

Критерии готовности (DoD):
- Доступен статус прогресса доменной валидации.",Highest,,8h,,,STORY-108,"crm-prd,backlog,story-108,backend",
